R,S,T,I_R,I_S,I_T,Kondisi
241.87,230.91,243.81,1.07,1.2,1.44,1
239.82,236.83,231.08,1.05,0.87,1.3,1
243.42,237.14,240.76,1.0,1.08,0.86,1
231.97,232.07,231.93,1.06,1.06,1.08,0
238.6,239.24,239.24,1.13,1.13,1.13,0
233.09,233.74,233.37,1.04,1.03,1.03,0
241.08,240.83,241.0,1.2,1.18,1.18,0
236.6,244.66,230.08,1.22,1.49,1.22,1
236.03,242.73,239.78,0.96,1.17,1.26,1
244.98,245.11,245.38,1.15,1.14,1.15,0
238.18,238.69,238.9,1.03,1.04,1.01,0
240.36,231.52,232.64,1.4,0.86,0.86,1
238.54,238.99,238.5,1.06,1.03,1.04,0
237.08,239.93,233.88,1.0,0.96,1.48,1
234.98,239.31,242.22,1.32,1.07,1.05,1
238.42,238.57,238.24,1.13,1.12,1.13,0
234.69,230.48,233.46,0.85,0.94,1.23,1
243.21,243.92,243.76,0.99,1.0,1.02,0
234.96,233.02,243.76,0.89,1.32,1.42,1
237.58,242.73,240.64,0.82,1.45,0.86,1
240.47,240.63,240.51,1.11,1.12,1.14,0
234.91,237.44,243.78,1.48,1.33,0.86,1
236.41,236.74,236.78,1.09,1.07,1.1,0
230.46,233.25,243.85,0.87,1.15,1.15,1
240.82,241.62,241.55,1.11,1.12,1.13,0
237.09,236.71,236.81,1.18,1.19,1.17,0
233.74,239.33,238.13,0.83,0.98,1.41,1
238.29,232.16,231.21,0.89,0.9,1.03,1
231.46,231.31,230.72,1.16,1.19,1.16,0
243.34,243.69,243.8,1.05,1.03,1.05,0
234.77,237.83,231.99,0.94,1.15,0.85,1
237.03,237.36,237.74,1.04,1.04,1.06,0
241.44,241.39,240.96,1.14,1.17,1.16,0
238.63,238.89,238.21,1.07,1.08,1.06,0
244.21,244.36,244.0,1.01,1.01,1.0,0
230.79,231.46,230.83,1.13,1.11,1.11,0
239.8,238.24,231.69,1.38,1.02,1.19,1
237.72,237.49,237.52,1.09,1.1,1.1,0
237.96,235.9,232.9,0.83,0.9,0.92,1
233.22,233.03,233.02,1.2,1.17,1.17,0
230.8,239.95,234.2,1.31,1.3,1.44,1
236.85,235.99,236.24,1.06,1.06,1.07,0
236.47,235.94,236.58,1.09,1.1,1.1,0
244.69,232.53,241.23,1.09,1.26,1.21,1
237.79,237.31,237.74,0.99,1.01,0.98,0
233.49,230.64,242.67,1.46,0.91,1.23,1
239.17,243.28,244.11,0.98,1.45,1.04,1
244.27,239.19,232.15,1.04,1.18,1.46,1
242.7,237.33,238.37,1.19,1.44,0.9,1
238.57,239.61,234.28,1.21,1.31,0.86,1
232.38,239.34,243.78,1.47,1.4,1.24,1
231.36,243.02,232.36,0.83,0.97,1.37,1
243.84,231.94,230.73,1.03,0.91,0.83,1
241.44,241.03,241.02,1.09,1.11,1.1,0
242.5,242.08,242.59,1.05,1.08,1.06,0
230.62,230.88,230.43,1.11,1.14,1.14,0
233.59,230.93,231.32,0.94,1.31,0.8,1
240.37,240.85,240.5,1.15,1.14,1.13,0
237.72,237.28,237.41,1.1,1.12,1.13,0
237.55,237.96,240.73,0.85,0.83,1.3,1
243.05,238.93,230.21,1.33,1.21,0.81,1
230.97,244.47,239.04,0.92,1.22,1.18,1
230.64,230.53,230.53,1.18,1.2,1.17,0
237.98,237.3,237.79,1.1,1.12,1.11,0
238.85,238.47,238.43,1.17,1.17,1.17,0
231.75,234.16,239.01,1.11,1.44,1.32,1
241.96,242.68,242.41,1.11,1.12,1.12,0
240.31,240.67,241.0,1.14,1.14,1.15,0
235.49,237.2,237.64,1.25,1.09,1.03,1
234.15,234.65,234.65,1.13,1.15,1.14,0
242.18,235.69,234.33,1.16,1.36,1.25,1
240.94,241.12,240.88,1.13,1.11,1.12,0
230.05,230.19,230.72,1.16,1.15,1.18,0
230.58,230.99,230.99,1.12,1.14,1.12,0
239.55,238.35,234.72,1.4,1.3,1.41,1
239.04,232.66,230.52,1.2,1.1,1.26,1
234.41,234.85,234.27,1.18,1.18,1.18,0
243.03,235.92,239.64,1.38,1.03,1.1,1
241.16,238.87,244.79,0.9,0.82,1.26,1
243.24,243.35,243.74,1.08,1.06,1.06,0
237.68,234.4,236.63,1.27,1.32,0.99,1
239.42,239.37,239.32,1.04,1.06,1.05,0
241.23,234.58,238.86,1.43,1.29,1.26,1
239.53,234.66,239.69,1.11,1.38,1.35,1
237.52,235.74,241.55,1.03,1.13,1.14,1
241.51,240.93,241.01,1.2,1.18,1.2,0
239.96,240.25,240.1,1.06,1.09,1.07,0
244.02,243.61,243.35,1.01,1.02,1.01,0
242.96,230.81,241.63,1.44,1.24,1.29,1
236.11,242.2,234.14,1.07,1.11,1.46,1
236.84,236.68,236.35,1.04,1.04,1.02,0
239.52,234.57,239.86,1.23,1.04,1.03,1
237.06,239.15,236.32,1.16,0.95,1.07,1
236.72,236.4,236.7,1.12,1.15,1.14,0
233.85,232.5,241.81,1.43,0.84,1.14,1
242.38,237.76,235.6,1.02,1.5,1.02,1
244.0,232.89,238.47,1.36,1.18,1.09,1
240.59,240.43,240.07,1.06,1.07,1.07,0
239.61,240.03,239.67,1.08,1.08,1.05,0
237.78,237.12,238.61,1.18,1.11,1.4,1
241.5,239.59,236.4,1.18,0.95,1.11,1
229.83,230.28,229.7,1.16,1.18,1.18,0
243.2,242.99,243.13,1.14,1.13,1.14,0
238.91,230.89,232.33,1.12,1.12,0.81,1
232.81,242.18,231.77,1.29,1.05,1.05,1
242.51,244.1,244.74,1.4,1.27,0.82,1
242.3,238.26,232.78,1.44,1.18,1.13,1
242.8,242.6,235.99,0.95,1.41,1.44,1
243.94,244.27,244.38,1.08,1.09,1.09,0
235.27,233.06,234.33,1.1,1.42,0.95,1
236.3,233.85,243.68,1.13,1.16,0.96,1
239.57,241.01,238.88,0.88,1.27,1.47,1
237.79,235.22,239.19,1.15,1.01,1.32,1
237.89,238.24,238.04,1.03,1.02,1.01,0
234.35,235.32,237.8,0.86,1.28,1.32,1
233.79,233.61,233.97,1.07,1.06,1.07,0
233.19,231.67,230.27,1.48,1.43,0.92,1
239.73,240.26,240.12,1.03,1.04,1.05,0
233.91,233.8,234.39,1.12,1.12,1.15,0
232.35,231.92,232.29,1.05,1.06,1.07,0
244.93,244.51,244.58,1.02,1.0,1.02,0
237.56,237.32,237.84,1.13,1.12,1.13,0
236.63,233.93,238.04,1.44,1.4,1.31,1
242.71,238.6,241.02,1.46,1.3,0.96,1
234.95,234.71,234.3,1.15,1.18,1.14,0
235.51,239.9,230.29,0.94,1.49,1.18,1
238.07,239.03,238.8,1.15,1.17,1.18,0
232.85,232.24,233.02,1.03,1.05,1.05,0
240.36,232.0,239.41,0.99,1.49,1.4,1
236.35,236.14,235.57,1.1,1.13,1.09,1
239.55,239.52,238.67,1.17,1.17,1.16,0
232.08,232.53,232.44,1.04,1.01,1.04,0
238.9,242.87,230.57,1.06,0.93,0.85,1
244.89,231.19,231.19,1.38,1.26,0.95,1
230.07,236.21,239.89,1.08,1.24,1.4,1
239.2,234.92,240.09,1.12,1.05,1.21,1
230.76,231.59,242.13,1.44,1.38,0.92,1
243.25,243.45,240.84,0.89,1.39,1.17,1
237.87,238.22,238.28,1.12,1.13,1.11,0
236.44,235.84,236.24,1.16,1.16,1.14,0
244.13,236.05,238.59,1.27,1.3,0.86,1
230.93,237.13,239.99,0.95,1.41,1.05,1
244.58,245.01,244.14,1.0,1.02,1.03,0
243.13,241.16,238.73,1.27,1.32,1.26,1
231.55,232.35,231.82,1.19,1.19,1.18,0
239.5,239.89,239.96,1.08,1.11,1.08,0
239.26,239.26,238.89,1.19,1.17,1.16,0
233.55,233.39,233.65,1.03,1.02,1.05,0
245.43,244.74,245.29,1.06,1.06,1.05,0
243.67,243.63,243.48,1.0,1.0,1.0,0
236.64,237.32,237.06,1.07,1.08,1.05,0
238.57,237.19,238.83,1.09,1.01,1.01,1
235.19,243.4,241.12,0.99,0.98,1.07,1
239.0,238.01,238.86,1.11,1.14,1.13,0
235.13,234.62,234.37,1.04,1.01,1.04,0
234.27,233.62,233.93,1.13,1.1,1.09,0
243.17,244.04,243.81,1.2,1.18,1.19,0
244.06,243.96,244.17,1.16,1.17,1.19,0
235.74,236.41,236.11,1.02,1.02,1.0,0
231.81,230.71,237.84,1.07,1.11,0.98,1
233.92,233.94,233.78,1.12,1.09,1.12,0
235.45,244.11,244.83,0.99,1.08,1.11,1
234.39,234.99,234.38,1.18,1.18,1.15,0
243.48,239.55,243.49,1.03,1.09,1.04,1
243.46,235.38,244.49,1.1,0.8,1.3,1
238.37,231.37,237.19,0.91,1.36,0.98,1
231.25,243.34,237.86,0.95,0.82,1.13,1
242.71,243.46,243.39,1.2,1.19,1.2,0
233.13,232.45,232.85,1.03,1.03,1.06,0
230.9,230.53,230.64,1.11,1.1,1.12,0
243.6,243.69,243.41,1.14,1.12,1.13,0
240.36,240.92,240.84,1.05,1.04,1.03,0
238.4,238.26,237.79,1.16,1.15,1.15,0
237.12,237.46,237.82,0.98,1.01,0.98,0
236.77,237.3,236.83,1.13,1.13,1.1,0
237.01,242.55,234.92,1.23,1.25,1.33,1
236.04,232.54,238.74,1.37,0.94,1.04,1
242.97,243.32,231.25,0.89,1.27,1.26,1
242.99,243.15,242.76,1.07,1.07,1.07,0
240.89,234.91,232.78,1.26,1.04,1.13,1
244.4,244.24,243.99,1.13,1.14,1.13,0
233.9,234.35,234.44,1.08,1.1,1.07,0
238.1,230.03,239.77,1.27,0.87,1.2,1
236.86,235.35,243.64,1.31,1.08,1.29,1
242.88,243.02,243.25,1.04,1.04,1.03,0
232.56,233.29,233.45,1.05,1.05,1.04,0
232.12,232.31,231.93,0.99,0.99,1.02,1
233.76,240.06,232.12,0.86,1.45,1.25,1
238.72,238.64,238.91,1.19,1.18,1.19,0
242.6,239.03,232.25,1.27,1.3,1.42,1
243.53,243.29,243.51,1.17,1.18,1.17,0
236.64,236.77,237.12,1.19,1.19,1.17,0
237.35,230.62,234.51,1.41,0.86,1.1,1
233.82,237.19,232.13,1.04,1.26,1.02,1
241.76,241.88,230.41,0.93,1.37,1.45,1
238.27,237.74,237.52,1.17,1.19,1.19,0
234.58,236.26,230.81,1.05,1.23,1.4,1
236.99,236.36,236.78,1.04,1.05,1.02,0
241.92,241.46,241.51,1.09,1.09,1.09,0
231.53,242.55,232.92,1.29,0.86,1.01,1
230.04,231.9,234.4,0.82,0.88,0.89,1
235.61,230.17,243.15,1.21,0.81,1.13,1
240.47,240.39,240.07,1.1,1.12,1.13,0
237.63,238.3,238.27,1.04,1.03,1.01,0
230.2,244.11,232.98,0.87,1.01,1.26,1
234.72,234.44,239.75,0.85,1.16,0.92,1
241.29,241.49,240.94,1.1,1.07,1.09,0
232.97,232.89,232.02,1.02,1.04,1.04,0
238.74,241.29,239.05,0.82,1.41,1.22,1
244.78,244.35,244.77,1.06,1.06,1.04,0
240.38,232.91,234.62,1.33,1.11,0.91,1
244.16,239.92,234.12,0.85,0.86,0.96,1
244.01,236.83,243.75,1.41,1.4,1.23,1
232.18,241.34,233.55,1.3,0.95,0.88,1
232.49,231.79,231.88,1.12,1.11,1.11,0
235.02,240.75,231.11,1.34,1.09,0.86,1
230.77,243.67,233.62,1.01,0.86,1.47,1
244.53,239.43,239.52,0.87,1.15,1.26,1
231.08,232.57,240.9,1.06,1.12,1.42,1
243.0,242.39,242.93,1.17,1.16,1.16,0
238.89,238.96,238.37,1.14,1.15,1.16,0
238.92,232.29,244.94,1.31,1.04,1.02,1
232.53,241.11,241.29,1.39,0.97,1.23,1
236.21,236.04,235.45,1.01,0.99,1.01,0
242.74,244.95,244.46,1.17,1.47,1.13,1
239.38,235.03,234.05,0.83,0.97,0.94,1
235.4,241.2,236.06,1.38,1.37,1.24,1
243.08,243.22,243.33,1.09,1.11,1.1,0
238.67,237.94,238.77,1.16,1.16,1.15,0
235.56,234.93,235.83,1.02,1.04,1.0,0
230.92,231.06,230.79,1.03,1.04,1.04,0
237.45,240.02,239.6,1.44,1.08,1.44,1
237.39,237.61,237.62,1.08,1.1,1.08,0
235.78,236.16,235.35,1.13,1.13,1.1,0
242.88,242.41,242.24,1.11,1.11,1.09,0
242.28,241.9,241.72,1.06,1.08,1.08,0
236.52,231.69,235.24,0.98,0.96,0.96,0
241.16,233.04,232.07,1.14,1.09,0.88,1
235.74,234.91,235.0,1.05,1.05,1.03,0
243.98,241.52,233.0,1.48,1.38,1.05,1
240.16,240.08,240.65,1.13,1.11,1.12,0
239.32,239.37,239.28,1.13,1.12,1.12,0
234.8,234.88,234.9,1.01,1.0,1.01,0
239.87,240.48,240.13,1.18,1.18,1.16,0
233.27,236.07,239.36,1.05,1.03,1.06,0
244.78,241.15,236.77,1.03,1.41,1.24,1
235.06,236.87,241.87,1.33,0.97,1.48,1
233.53,233.12,233.48,1.19,1.19,1.18,0
237.05,243.3,232.95,0.85,1.46,0.87,1
241.3,241.48,241.99,1.01,1.02,0.99,0
232.34,232.48,232.46,1.08,1.06,1.07,0
240.16,240.76,230.42,1.41,1.44,1.05,1
242.22,242.81,239.4,1.28,0.84,1.32,1
239.06,238.82,238.78,1.01,1.03,1.01,0
240.81,241.17,240.64,1.09,1.08,1.08,0
232.22,234.61,230.56,1.36,1.42,1.45,1
242.31,242.41,242.04,1.04,1.03,1.05,0
237.47,231.09,233.77,0.81,0.93,1.35,1
243.73,241.59,238.7,0.85,1.2,1.01,1
239.41,239.82,239.83,1.18,1.19,1.18,0
232.22,233.06,232.63,1.21,1.2,1.2,0
240.62,240.49,240.61,1.13,1.12,1.1,0
243.76,243.29,243.78,1.16,1.13,1.16,0
231.71,231.64,231.12,1.04,1.05,1.04,0
236.97,237.22,237.17,1.06,1.05,1.03,0
242.72,242.35,237.68,0.85,1.06,1.38,1
241.07,241.83,241.32,1.05,1.02,1.02,0
244.83,232.67,231.54,1.17,1.21,1.45,1
239.43,239.49,240.12,1.09,1.09,1.12,0
244.39,244.77,244.19,1.2,1.17,1.17,0
240.17,235.35,237.36,1.06,0.81,1.42,1
236.48,234.53,232.39,1.3,0.88,1.28,1
242.15,243.14,242.96,1.37,1.42,0.89,1
232.56,232.9,232.58,1.01,1.0,1.0,0
240.31,240.12,240.69,1.09,1.09,1.1,0
232.24,235.61,234.71,1.04,1.31,1.41,1
233.9,233.72,233.49,1.03,1.03,1.03,0
231.8,232.28,232.39,1.05,1.02,1.01,1
229.9,230.19,229.98,1.05,1.02,1.03,0
233.52,235.3,242.37,1.23,0.97,1.21,1
230.62,230.51,230.31,1.12,1.1,1.12,0
242.78,234.3,241.5,1.07,0.84,1.28,1
237.6,238.32,237.38,1.21,1.19,1.19,0
243.15,232.74,237.23,1.15,1.22,0.91,1
243.31,244.44,243.32,0.88,1.46,1.39,1
244.25,244.22,244.58,1.16,1.19,1.18,0
231.13,231.05,230.71,1.02,1.03,1.06,1
237.19,237.49,237.04,0.98,1.0,1.0,0
240.88,241.35,241.0,1.06,1.06,1.09,0
244.65,244.32,244.43,1.08,1.08,1.06,0
239.94,240.41,240.03,1.21,1.21,1.2,0
236.04,235.87,236.01,1.12,1.11,1.12,0
238.65,239.28,239.02,1.09,1.08,1.05,0
239.0,239.18,241.89,1.29,1.3,0.85,1
232.98,237.63,236.68,0.92,0.98,1.27,1
241.51,230.93,235.86,1.4,1.5,0.81,1
232.54,241.84,231.84,0.84,0.89,1.33,1
231.09,231.3,230.63,1.18,1.17,1.18,0
231.71,243.28,240.18,1.42,1.24,0.89,1
240.82,231.16,240.41,0.88,1.31,1.21,1
237.53,232.38,235.66,0.93,1.34,0.86,1
235.47,233.03,236.77,1.11,0.81,1.12,1
241.17,241.05,240.75,1.18,1.2,1.19,0
242.34,242.69,243.01,1.05,1.07,1.05,0
235.51,231.16,233.62,1.46,1.22,1.24,1
235.86,235.73,236.38,1.15,1.14,1.15,0
239.21,241.32,230.42,0.91,1.39,0.85,1
231.39,231.35,230.61,1.31,1.45,1.35,1
236.21,243.19,240.22,1.1,1.34,1.2,1
231.71,232.25,232.28,1.18,1.17,1.17,0
244.39,242.24,239.65,1.38,1.44,1.2,1
232.98,233.34,233.07,1.06,1.06,1.09,0
242.47,238.04,237.91,1.13,1.41,1.41,1
235.74,240.59,231.41,0.83,0.95,1.1,1
241.71,231.27,237.89,0.97,1.02,0.83,1
242.61,242.12,239.61,1.34,1.18,1.44,1
236.14,243.94,238.94,1.01,1.1,1.06,1
244.78,244.73,244.39,1.13,1.14,1.14,0
237.04,237.06,237.05,1.14,1.15,1.11,0
239.58,239.6,240.39,1.19,1.2,1.2,0
232.0,232.29,232.0,1.18,1.15,1.15,0
240.86,240.42,240.95,1.04,1.03,1.02,0
234.14,234.44,233.54,1.16,1.19,1.18,0
242.52,235.0,230.33,1.48,1.22,1.15,1
234.6,234.68,234.29,1.04,1.03,1.06,0
240.6,233.32,236.82,1.27,0.87,1.43,1
234.05,230.25,232.68,1.46,1.31,0.87,1
233.64,234.49,233.88,1.1,1.11,1.12,0
243.83,244.53,240.9,1.16,1.08,1.18,1
239.28,239.15,239.14,1.08,1.09,1.07,0
233.37,233.86,234.0,1.12,1.1,1.13,0
234.62,235.63,235.69,1.26,1.25,0.99,1
238.31,237.41,237.99,1.06,1.06,1.07,0
239.51,232.96,239.86,1.16,1.35,1.01,1
232.82,237.3,237.24,1.24,0.83,1.03,1
231.27,231.19,231.27,1.16,1.16,1.14,0
232.06,237.2,242.24,0.88,1.11,1.09,1
239.74,239.7,239.89,1.08,1.06,1.06,0
242.54,243.38,242.64,1.01,1.02,1.04,0
239.26,241.76,232.9,1.09,1.33,1.4,1
236.77,236.44,237.27,1.05,1.04,1.06,0
239.75,239.7,240.27,1.05,1.06,1.06,0
239.68,244.26,244.37,1.32,1.47,1.26,1
241.01,232.67,244.81,1.4,0.85,1.08,1
234.87,234.04,236.78,1.14,0.84,0.99,1
242.92,240.46,236.06,1.41,1.06,0.97,1
238.46,239.26,238.85,1.09,1.12,1.09,0
236.29,236.33,236.92,1.02,1.02,1.04,0
243.61,244.01,243.39,1.09,1.11,1.09,0
238.94,238.97,238.34,1.21,1.2,1.2,0
244.35,244.29,244.86,1.06,1.03,1.05,0
243.17,243.5,243.39,1.18,1.2,1.18,0
243.12,243.44,243.21,1.03,1.02,1.03,0
239.47,241.94,236.49,0.85,1.4,0.93,1
234.63,232.49,236.28,0.88,0.99,1.02,1
237.13,241.68,232.15,1.47,1.36,0.89,1
241.99,242.0,241.7,1.06,1.06,1.07,0
230.35,238.85,231.89,1.01,1.46,1.06,1
231.61,231.97,232.04,0.99,0.98,1.01,0
243.38,235.47,236.34,1.21,1.42,1.22,1
234.09,241.37,243.1,1.25,1.28,1.49,1
241.57,237.95,235.95,0.86,1.36,1.0,1
234.25,234.07,234.5,1.16,1.19,1.18,0
234.31,241.52,239.2,1.33,0.86,0.94,1
244.43,238.8,230.62,0.92,1.16,0.89,1
238.26,237.58,238.14,1.07,1.07,1.09,0
236.05,239.84,236.41,1.45,0.94,0.88,1
244.84,234.78,242.88,1.2,1.06,1.47,1
237.17,234.33,235.26,1.2,1.49,1.42,1
238.24,237.92,238.68,1.12,1.15,1.13,0
234.47,242.7,241.61,1.11,1.03,1.13,1
244.5,240.76,240.51,0.84,0.96,1.44,1
240.62,240.02,240.75,1.18,1.19,1.18,0
239.86,239.92,239.92,0.99,0.99,1.01,0
240.65,231.01,239.16,1.12,0.9,1.25,1
236.99,230.72,231.86,1.47,0.82,0.87,1
239.88,239.97,240.07,1.03,1.0,1.01,0
238.56,238.76,238.72,1.07,1.05,1.04,0
239.16,232.38,232.89,1.3,1.37,1.2,1
239.41,239.17,239.57,1.17,1.17,1.17,0
242.84,242.92,243.16,1.19,1.2,1.17,0
238.7,234.78,237.6,1.24,1.36,1.39,1
237.34,230.95,242.69,1.22,0.84,1.11,1
235.48,235.12,235.69,1.05,1.04,1.02,0
245.15,244.8,244.7,1.09,1.1,1.12,0
241.51,242.24,241.73,1.11,1.1,1.09,0
244.49,234.98,239.09,1.32,1.2,1.12,1
236.78,237.33,236.86,1.18,1.19,1.16,0
244.02,244.08,243.62,1.15,1.14,1.16,0
238.78,238.8,238.75,1.19,1.2,1.2,0
230.35,230.75,234.15,1.41,0.83,1.04,1
233.22,236.2,238.53,1.46,1.31,1.35,1
231.96,239.66,241.75,0.99,1.01,0.89,1
240.3,240.27,240.09,1.07,1.08,1.06,0
242.94,242.26,242.76,1.16,1.17,1.17,0
235.49,235.12,235.37,1.14,1.14,1.11,0
235.63,236.2,235.35,1.3,1.23,1.29,1
241.16,241.73,242.07,1.13,1.12,1.13,0
241.72,238.74,231.9,0.83,1.32,0.81,1
231.89,239.14,236.15,1.39,1.22,0.8,1
235.19,236.03,235.52,1.15,1.14,1.15,0
235.19,244.71,244.08,1.35,0.85,0.91,1
238.76,237.51,240.75,0.88,1.41,1.32,1
234.77,234.73,234.78,1.09,1.08,1.1,0
242.18,241.73,235.21,1.28,1.29,1.3,0
230.31,230.24,230.52,1.19,1.17,1.17,0
240.73,233.29,238.14,1.45,1.12,1.23,1
239.01,231.91,237.55,1.4,1.43,0.94,1
243.46,243.39,243.8,1.03,1.02,1.02,0
230.27,229.65,230.12,1.09,1.1,1.08,0
230.19,230.82,229.92,1.13,1.13,1.15,0
233.5,233.31,233.99,0.99,1.39,1.43,1
239.31,230.81,233.56,1.41,0.84,1.02,1
243.71,244.24,244.01,1.2,1.16,1.19,0
231.17,231.78,231.46,1.11,1.11,1.11,0
241.28,240.96,241.37,1.11,1.13,1.14,0
237.84,237.94,237.54,1.05,1.05,1.05,0
232.68,235.42,235.08,1.41,0.83,1.36,1
230.97,231.96,233.38,1.17,0.94,1.37,1
240.03,240.01,239.87,1.11,1.13,1.12,0
233.71,233.28,233.5,1.1,1.09,1.13,1
236.2,232.62,231.25,1.38,0.91,1.27,1
235.61,235.65,234.8,1.05,1.05,1.05,0
232.02,232.59,237.46,0.95,0.89,0.91,1
242.12,234.79,238.06,1.2,1.39,1.01,1
238.28,234.28,237.44,1.05,0.93,1.21,1
233.51,240.46,240.52,1.19,1.18,1.29,1
240.35,232.33,235.57,0.98,1.04,0.87,1
238.99,237.94,240.5,1.35,1.19,1.16,1
235.12,235.62,235.32,1.0,1.01,1.03,0
236.5,237.13,236.89,1.01,1.02,1.01,0
238.8,239.25,235.59,1.11,0.9,1.37,1
242.29,242.65,243.16,1.07,1.05,1.05,0
235.83,235.96,236.15,1.1,1.07,1.08,0
241.59,241.08,241.05,1.06,1.06,1.06,0
239.38,239.61,238.96,1.12,1.14,1.13,0
235.12,237.33,238.7,1.24,0.91,1.12,1
243.29,243.22,242.83,1.21,1.2,1.2,0
236.93,237.12,237.07,1.06,1.09,1.07,0
237.43,237.21,237.37,1.13,1.14,1.13,0
238.74,238.38,238.43,1.06,1.05,1.06,0
232.76,231.14,237.94,1.25,1.18,1.43,1
233.66,241.05,241.01,1.17,1.49,1.29,1
242.61,237.04,235.57,0.9,1.14,1.1,1
242.81,243.41,232.01,1.02,1.25,0.99,1
237.86,237.29,237.32,1.13,1.14,1.12,0
236.51,233.62,234.71,1.04,1.09,1.06,1
238.62,244.34,230.3,0.92,1.15,1.48,1
243.34,243.42,242.84,1.17,1.17,1.16,0
238.29,238.65,238.39,1.01,1.02,1.04,0
237.72,237.93,238.61,1.17,1.2,1.17,0
241.34,241.21,241.35,1.17,1.19,1.19,0
244.52,245.31,244.4,1.17,1.19,1.16,0
236.46,238.68,240.25,1.18,1.15,1.09,1
236.28,236.1,236.06,1.14,1.15,1.12,0
231.75,232.5,232.09,1.03,1.06,1.06,0
238.19,237.54,237.71,1.14,1.17,1.15,0
236.08,241.5,231.04,0.95,0.9,1.33,1
236.72,234.31,234.39,0.81,0.89,1.22,1
240.08,239.61,240.11,1.16,1.19,1.2,0
241.27,241.74,241.29,1.12,1.11,1.11,0
233.96,240.39,238.94,0.82,0.94,1.43,1
235.3,239.47,244.46,1.32,1.1,1.03,1
231.93,231.78,231.69,1.2,1.19,1.2,0
231.2,231.16,231.53,1.09,1.11,1.12,0
236.31,242.26,239.69,1.3,0.96,0.94,1
244.08,239.18,234.69,1.2,0.98,1.45,1
244.21,230.18,231.52,1.43,1.23,1.46,1
241.16,231.51,230.75,1.44,1.17,0.9,1
232.19,232.36,232.07,1.17,1.17,1.16,0
238.2,238.86,238.38,1.1,1.1,1.11,0
238.08,237.65,238.01,1.11,1.1,1.09,0
242.77,243.29,243.08,1.05,1.07,1.06,0
241.98,235.64,235.69,1.05,0.85,0.84,1
236.13,235.76,236.18,1.01,0.99,1.01,0
244.61,244.78,230.34,1.46,1.36,1.36,1
242.4,242.42,243.19,1.17,1.15,1.17,0
230.51,232.46,241.57,0.92,0.97,1.05,1
243.23,233.08,243.59,1.45,1.19,1.09,1
240.77,240.95,233.63,1.41,0.85,0.85,1
231.72,231.63,231.52,1.03,1.04,1.03,0
237.75,237.36,238.16,1.1,1.1,1.08,0
237.88,237.63,230.34,0.88,1.18,1.43,1
237.05,240.13,232.24,1.19,1.28,1.42,1
236.89,236.91,236.51,0.99,1.02,1.0,0
243.79,244.08,243.41,1.03,1.02,1.03,0
242.5,242.29,241.96,1.12,1.12,1.12,0
236.19,237.5,236.41,1.06,1.38,1.43,1
238.96,236.29,236.73,1.03,0.95,1.44,1
236.27,235.76,235.12,1.06,1.02,0.81,1
232.91,233.33,232.65,1.03,1.02,1.04,0
243.75,243.27,243.99,1.12,1.12,1.12,0
237.86,232.21,238.01,0.98,1.49,1.15,1
241.78,241.52,240.85,1.18,1.17,1.2,0
231.01,231.21,231.02,1.18,1.18,1.18,0
242.88,232.4,236.64,0.92,1.06,1.48,1
236.93,239.07,238.77,1.36,1.18,1.18,1
233.49,232.1,244.98,1.04,0.94,0.89,1
231.35,239.64,233.22,1.18,1.14,0.94,1
239.24,239.58,239.42,1.13,1.13,1.15,0
239.32,238.99,238.7,1.17,1.16,1.16,0
232.78,232.8,232.28,1.11,1.09,1.12,0
234.24,234.26,234.29,1.18,1.16,1.17,0
244.23,244.09,243.55,1.03,1.02,1.03,0
236.61,236.12,236.37,1.17,1.17,1.16,0
231.9,236.74,240.36,1.46,1.39,1.21,1
233.16,233.81,233.64,1.18,1.17,1.16,0
241.29,241.19,242.91,1.15,0.97,0.89,1
234.07,243.87,240.45,1.25,0.85,1.07,1
235.18,235.85,235.29,1.14,1.11,1.12,0
242.07,241.65,235.06,0.84,1.19,1.46,1
243.28,238.15,237.67,1.5,1.32,1.14,1
231.65,230.95,230.87,1.03,1.01,1.04,0
235.99,235.77,241.12,1.07,1.48,1.46,1
238.17,236.26,234.27,1.17,1.24,1.27,1
235.17,243.17,240.89,1.26,1.23,1.03,1
237.8,237.86,237.93,1.13,1.13,1.11,0
242.87,236.42,244.59,1.44,1.0,1.32,1
237.13,236.97,237.0,1.06,1.07,1.05,0
231.32,233.55,242.15,1.48,1.42,1.23,1
234.32,234.86,234.45,1.12,1.12,1.11,0
243.48,243.77,243.95,1.02,1.02,1.02,0
243.27,238.84,240.45,1.24,1.28,0.84,1
237.94,244.46,231.5,1.36,0.86,1.08,1
237.2,236.93,236.63,1.15,1.14,1.14,0
239.42,239.49,239.81,1.13,1.14,1.14,0
241.02,242.12,232.01,1.41,1.12,0.8,1
231.59,231.4,230.9,1.11,1.13,1.1,0
229.77,230.49,229.94,1.06,1.06,1.05,0
241.71,242.06,241.86,1.06,1.05,1.03,0
237.5,237.37,237.27,1.11,1.12,1.1,0
231.5,231.3,231.18,1.14,1.16,1.16,0
243.64,236.44,231.59,1.41,1.06,1.05,1
235.35,236.54,231.18,0.96,1.22,0.81,1
231.86,231.25,231.54,1.08,1.07,1.08,0
233.08,232.34,232.55,1.06,1.09,1.08,0
235.22,234.92,235.52,1.07,1.04,1.06,0
